nameslist.txt
GCA_903910385.1_freshwater_MAG_---_Kiruna2_bin-4349
GCA_903910415.1_freshwater_MAG_---_Kiruna2_bin-4218
GCA_903914335.1_freshwater_MAG_---_Umea3p1_bin-1139
GCA_903919615.1_freshwater_MAG_---_AM-2014_bin-3721
GCA_903924445.1_freshwater_MAG_---_Ja1_bin-4076
GCA_903925065.1_freshwater_MAG_---_KR_bin-0707
GCA_903925675.1_freshwater_MAG_---_Ja1-D2_bin-0036
GCA_903926105.1_freshwater_MAG_---_Ki3-D2_bin-2384
GCA_903926675.1_freshwater_MAG_---_AlinenLipids_bin-9069
GCA_903927025.1_freshwater_MAG_---_AM-2014_bin-2629
GCA_903927345.1_freshwater_MAG_---_Loclat_bin-02583
GCA_903941125.1_freshwater_MAG_---_Loc080925-8m_bin-678
GCA_903941315.1_freshwater_MAG_---_Loc090907-6m_bin-683
GCA_903944675.1_freshwater_MAG_---_Loc080925-8-8m_bin-667
GCA_903951425.1_freshwater_MAG_---_Loc090907-8-6m_bin-692
GCA_903952775.1_freshwater_MAG_---_Loc090907-5m_bin-125
GCA_903957565.1_freshwater_MAG_---_Loc090907-8m_bin-293
